country,date,ML,Low_90,High_90,Low_50,High_50
Romania,2020-03-31,1.72,1.29,2.09,1.54,1.86
Romania,2020-04-01,1.72,1.32,2.09,1.55,1.86
Romania,2020-04-02,1.59,1.2,1.95,1.3800000000000001,1.69
Romania,2020-04-03,1.49,1.1,1.84,1.31,1.61
Romania,2020-04-04,1.3900000000000001,1.01,1.74,1.19,1.49
Romania,2020-04-05,1.34,0.97,1.69,1.18,1.47
Romania,2020-04-06,1.29,0.9,1.62,1.12,1.41
Romania,2020-04-07,1.22,0.85,1.56,1.03,1.32
Romania,2020-04-08,1.23,0.85,1.56,1.05,1.34
Romania,2020-04-09,1.16,0.8,1.5,0.96,1.25
Romania,2020-04-10,1.1400000000000001,0.77,1.47,0.9400000000000001,1.23
Romania,2020-04-11,1.12,0.75,1.45,0.97,1.25
Romania,2020-04-12,1.11,0.73,1.43,0.9500000000000001,1.23
Romania,2020-04-13,1.09,0.7000000000000001,1.4000000000000001,0.92,1.2
Romania,2020-04-14,1.05,0.7000000000000001,1.3900000000000001,0.88,1.16
Romania,2020-04-15,1.01,0.63,1.33,0.84,1.12
Romania,2020-04-16,1.03,0.65,1.35,0.87,1.1500000000000001
Romania,2020-04-17,0.92,0.54,1.24,0.76,1.04
Romania,2020-04-18,0.92,0.56,1.26,0.73,1.02
Romania,2020-04-19,0.91,0.52,1.23,0.72,1.01
Romania,2020-04-20,0.9,0.53,1.24,0.72,1.01
Romania,2020-04-21,0.86,0.47000000000000003,1.19,0.68,0.97
Romania,2020-04-22,0.75,0.38,1.1,0.59,0.88
Russia,2020-03-14,3.0,0.91,6.75,1.85,4.23
Russia,2020-03-15,3.09,1.27,5.15,2.2600000000000002,3.89
Russia,2020-03-16,2.92,1.43,4.49,2.19,3.47
Russia,2020-03-17,2.83,1.55,4.12,2.29,3.35
Russia,2020-03-18,2.75,1.59,3.81,2.25,3.16
Russia,2020-03-19,2.83,1.81,3.75,2.41,3.2
Russia,2020-03-20,2.56,1.6500000000000001,3.36,2.14,2.84
Russia,2020-03-21,2.39,1.56,3.11,2.0300000000000002,2.66
Russia,2020-03-22,2.36,1.61,3.0300000000000002,2.0100000000000002,2.59
Russia,2020-03-23,2.38,1.68,2.99,2.08,2.61
Russia,2020-03-24,2.37,1.72,2.93,2.09,2.58
Russia,2020-03-25,2.39,1.79,2.91,2.1,2.56
Russia,2020-03-26,2.4,1.84,2.88,2.15,2.57
Russia,2020-03-27,2.39,1.8900000000000001,2.85,2.16,2.5500000000000003
Russia,2020-03-28,2.43,1.98,2.87,2.23,2.59
Russia,2020-03-29,2.44,2.0,2.83,2.22,2.56
Russia,2020-03-30,2.49,2.09,2.86,2.32,2.63
Russia,2020-03-31,2.37,1.99,2.71,2.2,2.49
Russia,2020-04-01,2.23,1.86,2.54,2.09,2.36
Russia,2020-04-02,2.09,1.77,2.41,1.93,2.19
Russia,2020-04-03,2.0300000000000002,1.69,2.31,1.87,2.12
Russia,2020-04-04,1.99,1.68,2.27,1.84,2.08
Russia,2020-04-05,1.94,1.6300000000000001,2.2,1.79,2.02
Russia,2020-04-06,1.92,1.6400000000000001,2.18,1.78,2.0
Russia,2020-04-07,1.99,1.71,2.23,1.86,2.07
Russia,2020-04-08,1.94,1.68,2.17,1.8,2.0
Russia,2020-04-09,1.99,1.74,2.21,1.87,2.06
Russia,2020-04-10,2.02,1.8,2.24,1.9100000000000001,2.09
Russia,2020-04-11,2.0,1.78,2.2,1.8900000000000001,2.06
Russia,2020-04-12,1.99,1.77,2.17,1.8900000000000001,2.05
Russia,2020-04-13,1.93,1.73,2.11,1.85,2.0
Russia,2020-04-14,1.93,1.74,2.1,1.82,1.97
Russia,2020-04-15,1.92,1.72,2.07,1.82,1.96
Russia,2020-04-16,1.97,1.79,2.12,1.8800000000000001,2.0100000000000002
Russia,2020-04-17,1.8,1.6400000000000001,1.95,1.71,1.84
Russia,2020-04-18,1.74,1.58,1.8800000000000001,1.6600000000000001,1.78
Russia,2020-04-19,1.55,1.3900000000000001,1.68,1.46,1.58
Russia,2020-04-20,1.43,1.29,1.57,1.37,1.48
Russia,2020-04-21,1.32,1.17,1.45,1.25,1.36
Russia,2020-04-22,1.27,1.11,1.3900000000000001,1.2,1.31
Slovakia,2020-03-14,3.0,0.91,6.75,1.85,4.23
Slovakia,2020-03-15,2.46,0.9500000000000001,4.44,1.6600000000000001,3.13
Slovakia,2020-03-16,2.36,0.97,3.92,1.76,2.99
Slovakia,2020-03-17,2.17,0.9500000000000001,3.5100000000000002,1.56,2.63
Slovakia,2020-03-18,2.11,0.96,3.3000000000000003,1.57,2.54
Slovakia,2020-03-19,1.92,0.84,2.98,1.45,2.33
Slovakia,2020-03-20,1.79,0.76,2.77,1.29,2.12
Slovakia,2020-03-21,1.69,0.74,2.65,1.21,2.0
Slovakia,2020-03-22,1.56,0.63,2.47,1.1,1.86
Slovakia,2020-03-23,1.46,0.52,2.32,1.01,1.75
Slovakia,2020-03-24,1.55,0.62,2.4,1.11,1.84
Slovakia,2020-03-25,1.49,0.58,2.32,1.08,1.79
Slovakia,2020-03-26,1.51,0.63,2.34,1.1,1.8
Slovakia,2020-03-27,1.46,0.5700000000000001,2.25,1.11,1.79
Slovakia,2020-03-28,1.48,0.62,2.27,1.11,1.78
Slovakia,2020-03-29,1.5,0.64,2.2600000000000002,1.11,1.77
Slovakia,2020-03-30,1.47,0.63,2.22,1.07,1.72
Slovakia,2020-03-31,1.41,0.59,2.15,1.02,1.6600000000000001
Slovakia,2020-04-01,1.4000000000000001,0.58,2.12,1.01,1.6400000000000001
Slovakia,2020-04-02,1.26,0.46,1.98,0.9,1.52
Slovakia,2020-04-03,1.32,0.54,2.05,0.9400000000000001,1.56
Slovakia,2020-04-04,1.32,0.52,2.02,0.96,1.57
Slovakia,2020-04-05,1.48,0.73,2.2,1.1300000000000001,1.73
Slovakia,2020-04-06,1.47,0.71,2.15,1.1,1.69
Slovakia,2020-04-07,1.46,0.71,2.12,1.1400000000000001,1.71
Slovakia,2020-04-08,1.42,0.6900000000000001,2.07,1.1,1.6600000000000001
Slovakia,2020-04-09,1.31,0.6,1.96,1.02,1.57
Slovakia,2020-04-10,1.22,0.52,1.87,0.9,1.45
Slovakia,2020-04-11,1.19,0.48,1.83,0.86,1.41
Slovakia,2020-04-12,1.1,0.37,1.72,0.77,1.32
Slovakia,2020-04-13,1.18,0.48,1.83,0.86,1.41
Slovakia,2020-04-14,1.21,0.53,1.87,0.87,1.42
Slovakia,2020-04-15,1.34,0.64,1.97,1.03,1.57
Slovakia,2020-04-16,1.47,0.78,2.08,1.1500000000000001,1.68
Slovakia,2020-04-17,1.46,0.81,2.07,1.19,1.7
Slovakia,2020-04-18,1.3800000000000001,0.71,1.95,1.11,1.61
Slovakia,2020-04-19,1.3,0.65,1.87,0.98,1.48
Slovakia,2020-04-20,1.17,0.54,1.75,0.9,1.3900000000000001
Slovakia,2020-04-21,1.09,0.46,1.67,0.8200000000000001,1.31
Slovakia,2020-04-22,0.92,0.29,1.5,0.61,1.11
Slovenia,2020-03-09,3.0,0.91,6.75,1.85,4.23
Slovenia,2020-03-11,3.08,1.33,4.99,2.23,3.77
Slovenia,2020-03-12,2.9,1.51,4.3500000000000005,2.2600000000000002,3.44
Slovenia,2020-03-13,2.71,1.49,3.85,2.18,3.15
Slovenia,2020-03-14,2.42,1.37,3.4,1.99,2.82
Slovenia,2020-03-15,2.15,1.23,3.04,1.76,2.5
Slovenia,2020-03-16,1.92,1.09,2.7600000000000002,1.5,2.19
Slovenia,2020-03-17,1.7,0.89,2.47,1.31,1.96
Slovenia,2020-03-18,1.57,0.76,2.29,1.26,1.8800000000000001
Slovenia,2020-03-19,1.43,0.68,2.17,1.08,1.69
Slovenia,2020-03-20,1.3800000000000001,0.59,2.07,1.04,1.6400000000000001
Slovenia,2020-03-21,1.36,0.6,2.06,0.99,1.59
Slovenia,2020-03-22,1.3800000000000001,0.6,2.05,1.03,1.62
Slovenia,2020-03-23,1.41,0.65,2.08,1.08,1.6600000000000001
Slovenia,2020-03-24,1.43,0.71,2.11,1.11,1.68
Slovenia,2020-03-25,1.48,0.74,2.12,1.1500000000000001,1.71
Slovenia,2020-03-26,1.48,0.76,2.11,1.1500000000000001,1.7
Slovenia,2020-03-27,1.43,0.73,2.05,1.1,1.6400000000000001
Slovenia,2020-03-28,1.3900000000000001,0.7000000000000001,2.0,1.07,1.6
Slovenia,2020-03-29,1.33,0.66,1.94,1.03,1.55
Slovenia,2020-03-30,1.28,0.61,1.8800000000000001,0.96,1.48
Slovenia,2020-03-31,1.2,0.55,1.81,0.9400000000000001,1.45
Slovenia,2020-04-01,1.1500000000000001,0.5,1.76,0.88,1.3900000000000001
Slovenia,2020-04-02,1.09,0.45,1.71,0.76,1.28
Slovenia,2020-04-03,1.01,0.34,1.61,0.7000000000000001,1.22
Slovenia,2020-04-04,0.99,0.3,1.58,0.7000000000000001,1.22
Slovenia,2020-04-05,0.97,0.27,1.56,0.64,1.17
Slovenia,2020-04-06,0.92,0.23,1.52,0.62,1.1500000000000001
Slovenia,2020-04-07,0.91,0.19,1.49,0.58,1.12
Slovenia,2020-04-08,0.89,0.2,1.5,0.59,1.1300000000000001
Slovenia,2020-04-09,0.88,0.16,1.47,0.54,1.09
Slovenia,2020-04-10,0.84,0.13,1.43,0.53,1.08
Slovenia,2020-04-11,0.8,0.1,1.3900000000000001,0.45,1.01
Slovenia,2020-04-12,0.76,0.06,1.34,0.43,0.99
Slovenia,2020-04-13,0.6900000000000001,0.01,1.26,0.34,0.9
Slovenia,2020-04-14,0.68,0.02,1.27,0.3,0.87
Slovenia,2020-04-15,0.67,0.0,1.26,0.31,0.88
Slovenia,2020-04-16,0.65,0.0,1.26,0.34,0.91
Slovenia,2020-04-17,0.64,0.0,1.26,0.25,0.8300000000000001
Slovenia,2020-04-18,0.62,0.0,1.26,0.24,0.8200000000000001
Slovenia,2020-04-19,0.64,0.0,1.29,0.26,0.85
Slovenia,2020-04-20,0.62,0.0,1.28,0.24,0.8300000000000001
Slovenia,2020-04-21,0.49,0.0,1.22,0.17,0.73
Slovenia,2020-04-22,0.4,0.0,1.18,0.14,0.68
Spain,2020-02-28,3.0,0.91,6.75,1.85,4.23
Spain,2020-02-29,3.0100000000000002,1.29,5.05,2.22,3.8000000000000003
Spain,2020-03-01,2.97,1.46,4.47,2.3000000000000003,3.5500000000000003
Spain,2020-03-02,2.9,1.59,4.1,2.37,3.4
Spain,2020-03-03,3.0,1.87,4.01,2.47,3.35
Spain,2020-03-04,2.7600000000000002,1.78,3.62,2.34,3.09
Spain,2020-03-05,2.81,1.97,3.58,2.42,3.08
Spain,2020-03-06,3.5100000000000002,2.7800000000000002,4.16,3.19,3.75
Spain,2020-03-07,3.58,2.99,4.14,3.3000000000000003,3.77
Spain,2020-03-08,3.49,2.97,3.95,3.25,3.65
Spain,2020-03-09,3.47,3.0500000000000003,3.89,3.2800000000000002,3.62
Spain,2020-03-10,3.44,3.0700000000000003,3.8000000000000003,3.25,3.5500000000000003
Spain,2020-03-11,3.33,2.98,3.63,3.18,3.44
Spain,2020-03-12,3.22,2.92,3.49,3.08,3.31
Spain,2020-03-13,2.86,2.58,3.1,2.72,2.93
Spain,2020-03-14,2.6,2.35,2.83,2.46,2.66
Spain,2020-03-15,2.38,2.15,2.6,2.2800000000000002,2.46
Spain,2020-03-16,2.35,2.14,2.56,2.24,2.41
Spain,2020-03-17,2.15,1.94,2.34,2.05,2.21
Spain,2020-03-18,2.21,2.0,2.38,2.11,2.2600000000000002
Spain,2020-03-19,2.0100000000000002,1.81,2.17,1.93,2.07
Spain,2020-03-20,1.94,1.76,2.1,1.84,1.98
Spain,2020-03-21,2.0,1.83,2.15,1.9100000000000001,2.04
Spain,2020-03-22,2.11,1.95,2.25,2.0300000000000002,2.15
Spain,2020-03-23,2.09,1.95,2.23,2.0300000000000002,2.14
Spain,2020-03-24,1.96,1.81,2.08,1.8800000000000001,1.99
Spain,2020-03-25,1.84,1.71,1.96,1.77,1.87
Spain,2020-03-26,1.6500000000000001,1.53,1.77,1.58,1.68
Spain,2020-03-27,1.3900000000000001,1.26,1.5,1.31,1.41
Spain,2020-03-28,1.3900000000000001,1.25,1.49,1.34,1.43
Spain,2020-03-29,1.22,1.09,1.32,1.16,1.25
Spain,2020-03-30,1.09,0.96,1.19,1.03,1.12
Spain,2020-03-31,1.0,0.87,1.1,0.9400000000000001,1.03
Spain,2020-04-01,0.9500000000000001,0.8300000000000001,1.06,0.9,0.99
Spain,2020-04-02,0.92,0.8,1.03,0.86,0.9500000000000001
Spain,2020-04-03,0.77,0.64,0.88,0.72,0.81
Spain,2020-04-04,0.76,0.63,0.87,0.68,0.78
Spain,2020-04-05,0.73,0.61,0.85,0.65,0.75
Spain,2020-04-06,0.59,0.45,0.7000000000000001,0.52,0.62
Spain,2020-04-07,0.59,0.45,0.71,0.53,0.63
Spain,2020-04-08,0.61,0.48,0.74,0.53,0.64
Spain,2020-04-09,0.64,0.49,0.76,0.56,0.67
Spain,2020-04-10,0.62,0.46,0.74,0.55,0.66
Spain,2020-04-11,0.6,0.45,0.73,0.53,0.64
Spain,2020-04-12,0.75,0.58,0.87,0.6900000000000001,0.8
Spain,2020-04-13,0.75,0.59,0.88,0.66,0.78
Spain,2020-04-14,0.81,0.66,0.9500000000000001,0.72,0.84
Spain,2020-04-15,0.85,0.68,0.98,0.76,0.88
Spain,2020-04-16,0.99,0.85,1.1400000000000001,0.91,1.03
Spain,2020-04-17,1.02,0.87,1.16,0.9400000000000001,1.06
Spain,2020-04-18,1.02,0.87,1.16,0.9400000000000001,1.06
Spain,2020-04-19,1.04,0.88,1.17,0.9500000000000001,1.07
Spain,2020-04-20,1.03,0.87,1.16,0.9400000000000001,1.06
Spain,2020-04-21,0.87,0.72,1.01,0.79,0.91
Spain,2020-04-22,0.8300000000000001,0.66,0.96,0.75,0.87
Sweden,2020-03-03,3.0,0.91,6.75,1.85,4.23
Sweden,2020-03-04,3.09,1.27,5.15,2.2600000000000002,3.89
Sweden,2020-03-05,3.2,1.62,4.75,2.49,3.79
Sweden,2020-03-06,3.13,1.81,4.37,2.5,3.56
Sweden,2020-03-07,2.95,1.82,3.97,2.45,3.33
Sweden,2020-03-08,2.98,2.0,3.85,2.52,3.2800000000000002
Sweden,2020-03-09,2.93,2.1,3.7,2.59,3.24
Sweden,2020-03-10,2.84,2.09,3.5,2.54,3.11
Sweden,2020-03-11,2.71,2.04,3.3000000000000003,2.42,2.93
Sweden,2020-03-12,2.47,1.85,3.0,2.17,2.64
Sweden,2020-03-13,2.2600000000000002,1.69,2.7600000000000002,2.04,2.47
Sweden,2020-03-14,1.97,1.42,2.44,1.75,2.16
Sweden,2020-03-15,1.77,1.24,2.23,1.53,1.93
Sweden,2020-03-16,1.57,1.05,2.02,1.36,1.75
Sweden,2020-03-17,1.45,0.9400000000000001,1.9000000000000001,1.21,1.6
Sweden,2020-03-18,1.33,0.81,1.77,1.09,1.48
Sweden,2020-03-19,1.31,0.8200000000000001,1.77,1.06,1.45
Sweden,2020-03-20,1.29,0.79,1.74,1.04,1.43
Sweden,2020-03-21,1.3800000000000001,0.89,1.83,1.17,1.55
Sweden,2020-03-22,1.47,1.0,1.92,1.23,1.61
Sweden,2020-03-23,1.58,1.11,2.0100000000000002,1.34,1.71
Sweden,2020-03-24,1.58,1.1300000000000001,2.0,1.4000000000000001,1.75
Sweden,2020-03-25,1.68,1.25,2.09,1.49,1.83
Sweden,2020-03-26,1.6400000000000001,1.2,2.02,1.45,1.78
Sweden,2020-03-27,1.6600000000000001,1.25,2.04,1.47,1.79
Sweden,2020-03-28,1.6600000000000001,1.24,2.0100000000000002,1.47,1.78
Sweden,2020-03-29,1.69,1.31,2.05,1.51,1.81
Sweden,2020-03-30,1.6600000000000001,1.27,1.99,1.49,1.78
Sweden,2020-03-31,1.7,1.32,2.02,1.54,1.82
Sweden,2020-04-01,1.6,1.23,1.9100000000000001,1.41,1.69
Sweden,2020-04-02,1.53,1.18,1.84,1.35,1.62
Sweden,2020-04-03,1.3800000000000001,1.04,1.69,1.25,1.51
Sweden,2020-04-04,1.31,0.96,1.61,1.16,1.42
Sweden,2020-04-05,1.3,0.97,1.61,1.1400000000000001,1.4000000000000001
Sweden,2020-04-06,1.3,0.98,1.61,1.12,1.3800000000000001
Sweden,2020-04-07,1.26,0.92,1.55,1.12,1.37
Sweden,2020-04-08,1.23,0.91,1.53,1.08,1.33
Sweden,2020-04-09,1.1400000000000001,0.8,1.42,0.98,1.23
Sweden,2020-04-10,1.1300000000000001,0.79,1.41,0.97,1.22
Sweden,2020-04-11,1.07,0.73,1.35,0.91,1.16
Sweden,2020-04-12,0.99,0.65,1.27,0.8300000000000001,1.08
Sweden,2020-04-13,0.9500000000000001,0.62,1.24,0.8,1.05
Sweden,2020-04-14,0.93,0.61,1.23,0.79,1.04
Sweden,2020-04-15,0.98,0.64,1.27,0.84,1.09
Sweden,2020-04-16,1.09,0.77,1.3900000000000001,0.9400000000000001,1.19
Sweden,2020-04-17,1.11,0.78,1.4000000000000001,0.9500000000000001,1.2
Sweden,2020-04-18,1.1500000000000001,0.8300000000000001,1.44,0.99,1.24
Sweden,2020-04-19,1.1,0.77,1.3800000000000001,0.93,1.18
Sweden,2020-04-20,1.05,0.71,1.32,0.88,1.1300000000000001
Sweden,2020-04-21,1.0,0.67,1.28,0.8300000000000001,1.08
Sweden,2020-04-22,0.93,0.61,1.22,0.77,1.02
Switzerland,2020-03-03,3.0,0.91,6.75,1.85,4.23
Switzerland,2020-03-04,3.45,1.68,5.28,2.59,4.1
Switzerland,2020-03-05,3.3000000000000003,1.98,4.64,2.67,3.77
Switzerland,2020-03-06,3.0500000000000003,1.95,4.07,2.5500000000000003,3.42
Switzerland,2020-03-07,2.89,1.96,3.74,2.46,3.19
Switzerland,2020-03-08,2.7800000000000002,1.95,3.49,2.39,3.02
Switzerland,2020-03-09,2.74,2.04,3.39,2.43,2.98
Switzerland,2020-03-10,2.72,2.11,3.31,2.43,2.92
Switzerland,2020-03-11,2.64,2.05,3.14,2.39,2.83
Switzerland,2020-03-12,2.97,2.47,3.44,2.71,3.11
Switzerland,2020-03-13,2.62,2.16,3.04,2.4,2.7600000000000002
Switzerland,2020-03-14,2.52,2.11,2.92,2.32,2.65
Switzerland,2020-03-15,2.32,1.92,2.68,2.12,2.43
Switzerland,2020-03-16,2.29,1.9100000000000001,2.63,2.12,2.41
Switzerland,2020-03-17,2.27,1.9000000000000001,2.58,2.08,2.36
Switzerland,2020-03-18,2.32,1.98,2.62,2.15,2.41
Switzerland,2020-03-19,2.23,1.9100000000000001,2.5100000000000002,2.09,2.33
Switzerland,2020-03-20,2.15,1.85,2.42,2.0100000000000002,2.24
Switzerland,2020-03-21,1.8800000000000001,1.57,2.12,1.74,1.96
Switzerland,2020-03-22,1.82,1.53,2.06,1.7,1.9100000000000001
Switzerland,2020-03-23,1.6,1.34,1.85,1.46,1.67
Switzerland,2020-03-24,1.51,1.23,1.74,1.41,1.61
Switzerland,2020-03-25,1.31,1.04,1.54,1.19,1.3900000000000001
Switzerland,2020-03-26,1.23,0.9500000000000001,1.45,1.1,1.3
Switzerland,2020-03-27,1.16,0.89,1.3900000000000001,1.04,1.24
Switzerland,2020-03-28,1.11,0.86,1.35,0.98,1.18
Switzerland,2020-03-29,1.05,0.8,1.29,0.92,1.12
Switzerland,2020-03-30,1.05,0.8,1.29,0.92,1.12
Switzerland,2020-03-31,0.99,0.74,1.23,0.86,1.06
Switzerland,2020-04-01,0.9400000000000001,0.67,1.17,0.81,1.01
Switzerland,2020-04-02,0.84,0.5700000000000001,1.07,0.72,0.92
Switzerland,2020-04-03,0.79,0.51,1.02,0.6900000000000001,0.89
Switzerland,2020-04-04,0.72,0.47000000000000003,0.98,0.58,0.79
Switzerland,2020-04-05,0.63,0.37,0.89,0.5,0.71
Switzerland,2020-04-06,0.66,0.37,0.91,0.51,0.73
Switzerland,2020-04-07,0.62,0.34,0.88,0.48,0.7000000000000001
Switzerland,2020-04-08,0.56,0.25,0.81,0.4,0.63
Switzerland,2020-04-09,0.53,0.23,0.8,0.39,0.62
Switzerland,2020-04-10,0.5,0.19,0.77,0.34,0.58
Switzerland,2020-04-11,0.46,0.16,0.75,0.32,0.56
Switzerland,2020-04-12,0.54,0.23,0.84,0.38,0.63
Switzerland,2020-04-13,0.49,0.16,0.78,0.35000000000000003,0.6
Switzerland,2020-04-14,0.45,0.11,0.74,0.29,0.55
Switzerland,2020-04-15,0.38,0.04,0.66,0.22,0.48
Switzerland,2020-04-16,0.39,0.04,0.68,0.22,0.49
Switzerland,2020-04-17,0.41000000000000003,0.05,0.71,0.23,0.51
Switzerland,2020-04-18,0.45,0.09,0.77,0.25,0.54
Switzerland,2020-04-19,0.53,0.16,0.87,0.32,0.62
Switzerland,2020-04-20,0.56,0.17,0.9,0.37,0.67
Switzerland,2020-04-21,0.43,0.05,0.75,0.23,0.53
Switzerland,2020-04-22,0.45,0.07,0.79,0.24,0.55
